movie_title,movie_score,release_date_x,total_gross,release_date_y,runtime,rating,genre,distributor,director,producer,budget,theaters,actors,writers,cinematographers,composers,month,year,inflation,gross_per_theater,actors_score
Alex Cross,30,2012-10-19,26923948.48,2012-10-19,101.0,PG-13,Crime Thriller,Lionsgate/Summit,Rob Cohen,"Randall Emmett,George Furla, ,(executive)",36400000.0,2541.0,"Tyler Perry,Matthew Fox,Jean Reno,Edward Burns,Rachel Nichols,John C. McGinley,Cicely Tyson","Marc Moss,Kerry Williamson",,John Debney,10,2012,1.04,10595.8081385,94648192.52
Alexander,39,2004-11-24,43214460.66,2004-11-24,176.0,R,Historical Epic,Warner Bros.,Oliver Stone,"Jon Kilik,Gianni Nunnari, ,(co-executive)",195300000.0,2445.0,"Colin Farrell,Angelina Jolie,Val Kilmer,Jared Leto,Rosario Dawson,Anthony Hopkins,Jonathan Rhys Meyers",Laeta Kalogridis,,,11,2004,1.26,17674.6260368,80475725.5793
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",54,2014-10-10,67623690.49,2014-10-10,81.0,PG,Family,Buena Vista,Miguel Arteta,Shawn Levy,28280000.0,3117.0,"Steve Carell,Jennifer Garner,Bella Thorne,Dylan Minnette,Megan Mullally,Jennifer Coolidge",Rob Lieber,,Christophe Beck,10,2014,1.01,21695.1204652,142721841.072
Alfie,49,2004-11-05,16883763.12,2004-11-05,102.0,R,Comedy / Drama,Paramount,Charles Shyer,Charles Shyer,75600000.0,2215.0,"Jude Law,Marisa Tomei,Susan Sarandon,Nia Long,Omar Epps",Charles Shyer,Ashley Rowe,John Powell,11,2004,1.26,7622.46641986,79309065.7386
Ali,65,2001-12-25,77992160.7,2001-12-25,156.0,R,Sports Drama,Sony / Columbia,Michael Mann,"Graham King, ,(executive),James Lassiter,Michael Mann,Jon Peters",143380000.0,2521.0,"Will Smith,Jamie Foxx,Jon Voight,Jada Pinkett-Smith,Jeffrey Wright","Michael Mann,Eric Roth",,,12,2001,1.34,30936.9935343,156604302.112
Alien 3,59,1992-05-22,55473545.0,1992-05-22,114.0,R,Sci-Fi Horror,Fox,David Fincher,"Gordon Carroll,David Giler,Walter Hill",50000000.0,2227.0,"Sigourney Weaver,Lance Henriksen",,,Elliot Goldenthal,5,1992,1.0,24909.5397396,154093940.0
All About the Benjamins,34,2002-03-08,34209541.08,2002-03-08,95.0,R,Action Comedy,New Line,,"Matt Alvarez,Ice Cube",19800000.0,1519.0,"Ice Cube,Eva Mendes,Bow Wow*",Ice Cube,,,3,2002,1.32,22521.0935352,52497686.844
All or Nothing,72,2002-10-25,266040.72,2002-10-25,128.0,R,Unknown,United Artists,Mike Leigh,,11880000.0,16.0,"Taraji P. Henson*,Sally Hawkins*",Mike Leigh,Dick Pope,,10,2002,1.32,16627.545,35888031.6
All the King's Men,37,2006-09-22,8521320.44,2006-09-22,141.0,PG-13,Drama,Sony / Columbia,Steven Zaillian,"Scott Budnick, ,(associate),Ryan Kavanaugh, ,(executive),Todd Phillips, ,(executive)",64900000.0,1520.0,"Sean Penn,Jude Law,Kate Winslet,James Gandolfini,Mark Ruffalo,Patricia Clarkson,Anthony Hopkins,Jackie Earle Haley",Steven Zaillian,,James Horner,9,2006,1.18,5606.13186842,106365234.433
All the Pretty Horses,55,2000-12-25,21445687.14,2000-12-25,117.0,PG-13,Western,Miramax,,,78660000.0,1593.0,"Jesse Plemons,Matt Damon,Lucas Black,Penelope Cruz",,,,12,2000,1.38,13462.452693,87587026.498
All the Queen's Men,19,2002-10-25,31233.84,2002-10-25,105.0,Unrated,Unknown,Strand,,,19800000.0,17.0,Matt LeBlanc,,,,10,2002,1.32,1837.28470588,69117629.0
Almost Famous,90,2000-09-13,44898093.0,2000-09-15,122.0,R,Music Drama,DreamWorks,Cameron Crowe,Ian Bryce,82800000.0,2262.0,"Billy Crudup,Frances McDormand,Kate Hudson,Jason Lee,Patrick Fugit,Zooey Deschanel,Philip Seymour Hoffman,Anna Paquin,Jay Baruchel*,Nick Swardson*",Cameron Crowe,John Toll,,9,2000,1.38,19848.8474801,110303526.126
Aloha,40,2015-05-29,21067116.0,2015-05-29,105.0,PG-13,Comedy / Drama,Sony / Columbia,Cameron Crowe,"Cameron Crowe,Scott Rudin",37000000.0,2815.0,"Bradley Cooper,Emma Stone,Rachel McAdams,Bill Murray,Jay Baruchel,John Krasinski,Alec Baldwin,Danny McBride",Cameron Crowe,,,5,2015,1.0,7483.87779751,138850641.635
Along Came a Spider,42,2001-04-06,99264753.16,2001-04-06,103.0,R,Thriller,Paramount,Lee Tamahori,,80400000.0,2573.0,"Morgan Freeman,Billy Burke",Marc Moss,,Jerry Goldsmith,4,2001,1.34,38579.3832724,52152704.7867
Along Came Polly,44,2004-01-16,111002426.64,2004-01-16,90.0,PG-13,Romantic Comedy,Universal,,"Michael Shamberg,Stacey Sher",52920000.0,3052.0,"Ben Stiller,Jennifer Aniston,Philip Seymour Hoffman,Alec Baldwin,Kevin Hart*",,,Theodore Shapiro,1,2004,1.26,36370.3888073,108287923.494
Alvin and the Chipmunks,39,2007-12-14,249926020.1,2007-12-14,92.0,PG,Family Comedy,Fox,Tim Hill,"Arnon Milchan, ,(executive),Karen Rosenfelt, ,(executive)",69000000.0,3499.0,"Jason Lee,David Cross,Cameron Richardson,Justin Long, ,(Voice),Jane Lynch",,,Christopher Lennertz,12,2007,1.15,71427.8422692,165879833.613
Alvin and the Chipmunks: Chipwrecked,24,2011-12-16,141097386.52,2011-12-16,87.0,G,Family Comedy,Fox,Mike Mitchell,"Arnon Milchan, ,(executive)",79500000.0,3734.0,"Jason Lee,David Cross,Justin Long, ,(Voice),Christina Applegate, ,(Voice),Anna Faris, ,(Voice)","Jonathan Aibel,Glenn Berger",,Mark Mothersbaugh,12,2011,1.06,37787.1951044,165383834.087
Alvin and the Chipmunks: The Squeakquel,41,2009-12-23,243772219.32,2009-12-23,88.0,PG,Family Comedy,Fox,Betty Thomas,"Arnon Milchan, ,(executive),Karen Rosenfelt, ,(executive)",83250000.0,3747.0,"Christina Applegate, ,(Voice),David Cross,Anna Faris, ,(Voice),Jason Lee,Zachary Levi,Justin Long, ,(Voice),Amy Poehler ,(Voice)","Jonathan Aibel,Glenn Berger",,,12,2009,1.11,65057.9715292,153756946.065
Amelia,37,2009-10-23,15812410.65,2009-10-23,120.0,PG,Historical Drama,Fox Searchlight,Mira Nair,"Hilary Swank, ,(executive)",44400000.0,1070.0,"Hilary Swank,Ewan McGregor,Richard Gere,Virginia Madsen,Mia Wasikowska",,,,10,2009,1.11,14777.9538785,168128338.817
America's Sweethearts,44,2001-07-20,125434281.82,2001-07-20,102.0,PG-13,Romantic Comedy,Sony (Revolution),Joe Roth,,61640000.0,3011.0,"Julia Roberts,Billy Crystal,Catherine Zeta-Jones,John Cusack,Hank Azaria,Stanley Tucci,Christopher Walken,Seth Green*,Emma Roberts*",Peter Tolan,,James Newton Howard,7,2001,1.34,41658.6787845,127564055.053
American Beauty,86,1999-09-15,186038139.43,1999-09-15,122.0,R,Drama,DreamWorks,Sam Mendes,,21450000.0,1990.0,"Chris Cooper,Kevin Spacey,Annette Bening",Alan Ball,,Thomas Newman,9,1999,1.43,93486.5022261,37592832.0
American Dreamz,45,2006-04-21,8486359.4,2006-04-21,107.0,PG-13,Comedy,Universal,Paul Weitz,"Rodney M. Liber,Andrew Miano,Chris Weitz,Paul Weitz",20060000.0,1500.0,"Hugh Grant,Dennis Quaid,Mandy Moore,Marcia Gay Harden,Chris Klein,Jennifer Coolidge,Willem Dafoe",Paul Weitz,Robert Elswit,Stephen Trask,4,2006,1.18,5657.57293333,81241812.9783
American Gangster,76,2007-11-02,149689341.75,2007-11-02,160.0,R,Crime Drama,Universal,Ridley Scott,"Brian Grazer,Ridley Scott",115000000.0,3110.0,"Denzel Washington,Russell Crowe,Josh Brolin,Chiwetel Ejiofor,Carla Gugino,T.I.,RZA,Common,Idris Elba",Steven Zaillian,,Marc Streitenfeld,11,2007,1.15,48131.6211415,87259471.865
American History X,62,1998-10-30,6719864.0,1998-10-30,127.0,R,Crime Drama,New Line,Tony Kaye,"Michael De Luca, ,(executive),Steve Tisch, ,(executive)",20000000.0,513.0,"Edward Norton,Edward Furlong",,,,10,1998,1.0,13099.1500975,204843345.0
American Hustle,90,2013-12-13,153120163.14,2013-12-13,138.0,R,Drama,Sony / Columbia,David O. Russell,"Bradley Cooper, ,(executive),Megan Ellison,Charles Roven,Eric Warren Singer, ,(executive)",40800000.0,2629.0,"Christian Bale,Bradley Cooper,Amy Adams,Jeremy Renner,Jennifer Lawrence,Louis C.K.,Michael Pena","David O. Russell,Eric Warren Singer",,Danny Elfman,12,2013,1.02,58242.7398783,170155257.587
American Pie,58,1999-07-09,146662235.72,1999-07-09,95.0,R,Comedy,Universal,,"Chris Bender*, ,(co-producer),Chris Moore,Chris Weitz",15730000.0,2544.0,"Jason Biggs,Chris Klein,Alyson Hannigan,Shannon Elizabeth,Tara Reid,Seann William Scott,Eugene Levy,Mena Suvari,Jennifer Coolidge*",,,,7,1999,1.43,57650.2498899,294637322.98
American Pie 2,43,2001-08-10,194438817.3,2001-08-10,104.0,R,Comedy,Universal,,"Chris Bender*, ,(co-producer),Chris Moore,Chris Weitz, ,(executive producer),Paul Weitz, ,(executive producer)",40200000.0,3157.0,"Jason Biggs,Shannon Elizabeth,Alyson Hannigan,Chris Klein,Tara Reid,Seann William Scott,Mena Suvari,Eugene Levy,Jennifer Coolidge*,Adam Brody*,Casey Affleck*","David H. Steinberg, ,(story)",,,8,2001,1.34,61589.7425721,175769823.793
American Psycho,64,2000-04-14,20796993.3,2000-04-14,104.0,R,Thriller,Lions Gate,,,9660000.0,1242.0,"Christian Bale,Willem Dafoe,Justin Theroux,Josh Lucas,Chloe Sevigny,Reese Witherspoon,Samantha Mathis,Jared Leto",,,,4,2000,1.38,16744.7611111,42737216.314
American Reunion,49,2012-04-06,59291981.84,2012-04-06,113.0,R,Comedy,Universal,,"Jason Biggs ,(executive),Chris Moore,Seann William Scott ,(executive),Chris Weitz, ,(executive),Paul Weitz, ,(executive)",52000000.0,3203.0,"Jason Biggs,Seann William Scott,Chris Klein,Thomas Ian Nicholas,Eddie Kay Thomas,Alyson Hannigan,Tara Reid,Mena Suvari,Eugene Levy,Natasha Lyonne*,Shannon Elizabeth*,Jennifer Coolidge*,John Cho*","Jon Hurwitz,Hayden Schlossberg",,Lyle Workman,4,2012,1.04,18511.389897,168840216.73
American Sniper,72,2014-12-25,353627635.72,2014-12-25,132.0,R,Drama,Warner Bros.,Clint Eastwood,"Bradley Cooper,Clint Eastwood,Jason Dean Hall, ,(executive),Andrew Lazar,Robert Lorenz,Tim Moore, ,(executive)",59388000.0,3885.0,"Bradley Cooper,Sienna Miller",Jason Dean Hall,,,12,2014,1.01,91023.8444582,126216700.806
American Ultra,50,2015-08-21,14440985.0,2015-08-21,96.0,R,Action Comedy,Lionsgate,Nima Nourizadeh,,28000000.0,2778.0,"Jesse Eisenberg,Kristen Stewart,Topher Grace,Bill Pullman,Walton Goggins,John Leguizamo,Connie Britton",Max Landis,,,8,2015,1.0,5198.3387329,172083080.46
American Wedding,43,2003-08-01,134888997.06,2003-08-01,102.0,R,Comedy,Universal,,"Chris Bender,Chris Moore,Chris Weitz, ,(executive producer),Paul Weitz, ,(executive producer)",70950000.0,3175.0,"Jennifer Coolidge*,January Jones",,,Christophe Beck,8,2003,1.29,42484.7234835,180437072.17
Amistad,63,1997-12-10,44229441.0,1997-12-10,152.0,R,Period Drama,DreamWorks,Steven Spielberg,"Steven Spielberg,Colin Wilson",36000000.0,1019.0,"Morgan Freeman,Anthony Hopkins,Djimon Hounsou,Matthew McConaughey,Stellan Skarsgard*,Anna Paquin*",David Franzoni,,John Williams,12,1997,1.0,43404.750736,122012643.0
An American Carol,20,2008-10-03,7784642.01,2008-10-03,83.0,PG-13,Comedy,Vivendi Entertainment,David Zucker,,22200000.0,1639.0,"Kelsey Grammer,Leslie Nielsen,Dennis Hopper,James Woods,Jon Voight,Zachary Levi*",,,,10,2008,1.11,4749.6290482,137110887.595
An American Haunting,38,2006-05-05,19231694.28,2006-05-05,90.0,PG-13,Horror,Freestyle Releasing,Courtney Solomon,,16520000.0,1703.0,"Sissy Spacek,Donald Sutherland",Courtney Solomon,,,5,2006,1.18,11292.8328127,77898234.275
An American Werewolf in Paris,31,1997-10-31,26570463.0,1997-12-25,98.0,R,Horror Comedy,Buena Vista,,,25000000.0,1731.0,Julie Delpy,,,,12,1997,1.0,15349.7764298,2977183.0
An Education,85,2009-10-09,13958154.54,2009-10-09,95.0,PG-13,Period Drama,Sony Classics,Lone Scherfig,"Nick Hornby,James D. Stern, ,(executive)",8325000.0,763.0,"Carey Mulligan,Peter Sarsgaard,Alfred Molina,Rosamund Pike,Olivia Williams,Emma Thompson,Dominic Cooper,Sally Hawkins*",Nick Hornby,,,10,2009,1.11,18293.7805242,159984369.93
An Everlasting Piece,56,2000-12-25,103814.64,2000-12-22,103.0,R,Unknown,DreamWorks,Barry Levinson,"Mark Johnson,Barry Levinson",19320000.0,8.0,Anna Friel,,,Hans Zimmer,12,2000,1.38,12976.83,22982945.7
An Unfinished Life,49,2005-09-09,10475398.24,2005-09-09,100.0,PG-13,Drama,Miramax,Lasse Hallstrom,"Graham King, ,(executive),Joe Roth, ,(Executive)",36600000.0,888.0,"Robert Redford,Morgan Freeman,Jennifer Lopez,Josh Lucas",,,Deborah Lurie,9,2005,1.22,11796.6196396,99044597.3357
Analyze That,37,2002-12-06,42412427.64,2002-12-06,100.0,R,Crime Comedy,Warner Bros.,Harold Ramis,"Barry Levinson*, ,(Executive)",79200000.0,2635.0,"Robert DeNiro,Billy Crystal,Lisa Kudrow,Demetri Martin*","Kenneth Lonergan,Harold Ramis,Peter Tolan",,David Holmes,12,2002,1.32,16095.7979658,126763285.96
Analyze This,61,1999-03-05,152846490.94,1999-03-05,103.0,R,Crime Comedy,Warner Bros.,Harold Ramis,,114400000.0,2537.0,"Billy Crystal,Robert DeNiro,Lisa Kudrow","Kenneth Lonergan,Harold Ramis,Peter Tolan","Stuart Dryburgh, ,(director of photography)",Howard Shore,3,1999,1.43,60246.9416397,46476262.6667
Anchorman 2: The Legend Continues,61,2013-12-18,127671735.36,2013-12-18,119.0,PG-13,Comedy,Paramount,Adam McKay,"Judd Apatow,Will Ferrell,Adam McKay",51000000.0,3507.0,"Will Ferrell,Paul Rudd,Steve Carell,David Koechner,Meagan Good,Kristen Wiig,Christina Applegate,James Marsden,Harrison Ford","Will Ferrell,Adam McKay",,,12,2013,1.02,36404.8290163,143796848.623
Anchorman: The Legend of Ron Burgundy,63,2004-07-09,107463261.78,2004-07-09,91.0,PG-13,Comedy,DreamWorks,Adam McKay,"Judd Apatow,Shauna Robertson, ,(executive),David O. Russell, ,(executive)",32760000.0,3104.0,"Will Ferrell,Christina Applegate,Paul Rudd,Steve Carell,Vince Vaughn*,Tim Robbins*, ,(Cameo),Luke Wilson*, ,(Cameo),Jack Black*, ,(Cameo),Ben Stiller*, ,(Cameo),Seth Rogen*",Adam McKay,"Thomas E. Ackerman, ,(director of photography)",Alex Wurman,7,2004,1.26,34620.896192,313249746.69
Angel Eyes,39,2001-05-18,32393452.12,2001-05-18,102.0,R,Romance,Warner Bros.,,"Mark Canton,Don Carmody, ,(executive producer)",71020000.0,2407.0,"Jennifer Lopez,James Caviezel,Jeremy Sisto,Terrence Howard",Gerald Di Pego,,Marco Beltrami,5,2001,1.34,13458.0191608,105499499.92
Angels & Demons,48,2009-05-15,148047189.06,2009-05-15,140.0,PG-13,Thriller,Sony / Columbia,Ron Howard,"Brian Grazer,Ron Howard",166500000.0,3527.0,"Tom Hanks,Ewan McGregor,Stellan Skarsgard,Ayelet Zurer",Akiva Goldsman,,Hans Zimmer,5,2009,1.11,41975.3867479,172689075.842
Anger Management,52,2003-04-11,174983111.67,2003-04-11,101.0,PG-13,Comedy,Sony (Revolution),Peter Segal,"Todd Garner, ,(executive),Jack Giarraputo,Tim Herlihy, ,(executive),John Jacobs, ,(executive),Adam Sandler, ,(executive)",96750000.0,3656.0,"Adam Sandler,Jack Nicholson,Marisa Tomei,Luis Guzman,January Jones*,Woody Harrelson*,John Turturro*",,,Teddy Castellucci,4,2003,1.29,47861.9014415,114582442.729
Anna and the King,56,1999-12-17,56146690.6,1999-12-17,148.0,PG-13,Period Drama,Fox,Andy Tennant,Lawrence Bender,131560000.0,2132.0,Jodie Foster,,,George Fenton,12,1999,1.43,26335.2207317,115831625.5
Annabelle,37,2014-10-03,85116551.13,2014-10-03,95.0,R,Horror,Warner Bros. (New Line),John R. Leonetti,"Peter Safran,James Wan",6565000.0,3215.0,Alfre Woodard,Gary Dauberman,,Joseph Bishara,10,2014,1.01,26474.8215023,62657977.44
Anonymous,50,2011-10-28,4731089.52,2011-10-28,130.0,PG-13,Period Drama,Sony / Columbia,Roland Emmerich,"Roland Emmerich,Larry J. Franco,John Orloff, ,(executive)",31800000.0,513.0,"Mark Rylance,Rhys Ifans,Vanessa Redgrave,David Thewlis,Derek Jacobi,Xavier Samuel",John Orloff,,"Harald Kloser,Thomas Wander",10,2011,1.06,9222.39672515,327579608.59
Ant-Man,64,2015-07-17,180202163.0,2015-07-17,117.0,PG-13,Action / Adventure,Buena Vista,Peyton Reed,Kevin Feige,130000000.0,3868.0,"Chris Evans*,Judy Greer,Anthony Mackie*,Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,John Slattery,Bobby Cannavale,Michael Pena,T.I.","Joe Cornish,Adam McKay,Paul Rudd,Edgar Wright",,Christophe Beck,7,2015,1.0,46587.9428645,136380422.75
Antwone Fisher,62,2002-12-19,27823151.4,2002-12-19,120.0,PG-13,Drama,Fox Searchlight,Denzel Washington,Todd Black,16500000.0,1021.0,"Denzel Washington,Derek Luke,Viola Davis*",,,Mychael Danna,12,2002,1.32,27250.8828599,80417313.3286
Antz,72,1998-10-02,90757863.0,1998-10-02,84.0,PG,Animation,DreamWorks,,Brad Lewis,105000000.0,2929.0,"Woody Allen, ,(Voice),Anne Bancroft*, ,(Voice),Danny Glover*, ,(Voice),Jennifer Lopez*, ,(Voice),Sylvester Stallone*, ,(Voice),Sharon Stone*, ,(Voice),Christopher Walken*, ,(Voice)","Chris Weitz,Paul Weitz",,"Harry Gregson-Williams,John Powell",10,1998,1.0,30985.9552748,160449633.467
Any Given Sunday,52,1999-12-22,108009089.76,1999-12-22,157.0,R,Sports Drama,Warner Bros.,Oliver Stone,"Lauren Schuler Donner,Dan Halsted,Clayton Townsend",78650000.0,2505.0,"Aaron Eckhart,Jamie Foxx,Al Pacino,Cameron Diaz,Dennis Quaid",John Logan,,,12,1999,1.43,43117.4011018,93227352.856
Anything Else,43,2003-09-19,4143879.9,2003-09-19,108.0,R,Romantic Comedy,DreamWorks,Woody Allen,,23220000.0,1033.0,"Woody Allen,Christina Ricci,Danny DeVito",Woody Allen,Darius Khondji,,9,2003,1.29,4011.50038722,63812082.816
Anywhere But Here,59,1999-11-12,26698673.43,1999-11-12,114.0,PG-13,Drama,Fox,,Laurence Mark,32890000.0,1686.0,"Susan Sarandon,Natalie Portman,Elisabeth Moss*",Alvin Sargent,Roger Deakins,Danny Elfman,11,1999,1.43,15835.5121174,616456261.85
Appaloosa,64,2008-09-19,22434647.34,2008-09-19,108.0,R,Western,Warner Bros. (New Line),Ed Harris,Ed Harris,22200000.0,1290.0,"Viggo Mortensen,Renee Zellweger,Jeremy Irons,Ed Harris,Lance Henriksen",Ed Harris,,,9,2008,1.11,17391.1994884,172385587.848
Aqua Teen Hunger Force Colon Movie Film for Theaters,54,2007-04-13,6348423.2,2007-04-13,87.0,R,Animation,First Look,,,862500.0,877.0,"Tina Fey*, ,(Voice)",,,,4,2007,1.15,7238.7949829,147998066.224
Are We There Yet?,27,2005-01-21,100862765.56,2005-01-21,94.0,PG,Family Comedy,Sony (Revolution),,"Matt Alvarez,Ice Cube,Todd Garner, ,(executive)",39040000.0,2810.0,"Ice Cube,Nia Long,Tracy Morgan*, ,(Voice)","J. David Stem,David N. Weiss",Thomas E. Ackerman,,1,2005,1.22,35894.2226192,176244596.448
Argo,86,2012-10-12,141466523.12,2012-10-12,120.0,R,Drama / Thriller,Warner Bros.,Ben Affleck,"Ben Affleck,George Clooney,Tim Headington, ,(executive),Grant Heslov,Graham King, ,(executive),David Klawans, ,(executive)",46280000.0,3247.0,"Ben Affleck,Bryan Cranston,Alan Arkin,John Goodman,Kyle Chandler*,Chris Messina*",Chris Terrio,,Alexandre Desplat,10,2012,1.04,43568.3779242,93811658.4133
Arlington Road,65,1999-07-09,35401333.11,1999-07-09,119.0,R,Thriller,Sony / Columbia,Mark Pellington,"Tom Rosenberg, ,(executive)",44330000.0,1631.0,"Jeff Bridges,Tim Robbins",Ehren Kruger,,,7,1999,1.43,21705.2931392,23663004.2
Armageddon,42,1998-07-01,201578182.0,1998-07-01,144.0,PG-13,Sci-Fi Action,Buena Vista,Michael Bay,"Michael Bay,Jerry Bruckheimer,Gale Anne Hurd,Jim Van Wyck, ,(executive)",140000000.0,3184.0,"Bruce Willis,Ben Affleck,Liv Tyler,Billy Bob Thornton,Will Patton,Steve Buscemi,Michael Clarke Duncan,William Fichtner,Peter Stormare,Owen Wilson*","J.J. Abrams,Tony Gilroy*, ,(adaptation),Jonathan Hensleigh",,Trevor Rabin,7,1998,1.0,63309.7305276,60240295.0
Armored,50,2009-12-04,17747652.36,2009-12-04,88.0,PG-13,Thriller,Sony / Screen Gems,Nimrd Antal,,22200000.0,1919.0,"Matt Dillon,Laurence Fishburne,Jean Reno,Skeet Ulrich",,,,12,2009,1.11,9248.38580511,128535552.841
Around the World in 80 Days,49,2004-06-16,30250252.62,2004-06-16,120.0,PG,Family Adventure,Buena Vista,Frank Coraci,"Bill Badalato,Alex Schwartz, ,(executive)",138600000.0,2801.0,"Will Forte*,Steve Coogan,Jackie Chan,Cecile de France,Jim Broadbent,Kathy Bates,Arnold Schwarzenegger*, ,(Cameo),Owen Wilson*, ,(Cameo),Luke Wilson*, ,(Cameo),Rob Schneider*, ,(Cameo)",,,Trevor Jones,6,2004,1.26,10799.8045769,155718692.473
Arthur and the Invisibles,39,2006-12-29,17856660.34,2006-12-29,103.0,PG,Animation,MGM (Weinstein),Luc Besson,,101480000.0,2248.0,"Jason Bateman*, ,(Voice),Freddie Highmore",,,,12,2006,1.18,7943.35424377,151096628.854
As Good as It Gets,67,1997-12-23,148478011.0,1997-12-23,139.0,PG-13,Romantic Comedy,Sony / Columbia,James L. Brooks,"Laurence Mark*, ,(Executive),Richard Sakai, ,(executive),Laura Ziskin",50000000.0,1837.0,"Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding, Jr.",James L. Brooks,,Hans Zimmer,12,1997,1.0,80826.3532934,241721524.0
Assault on Precinct 13,54,2005-01-19,24449891.9,2005-01-19,109.0,R,Action Thriller,Rogue Pictures,,"Don Carmody, ,(executive producer),Jeffrey Silver",36600000.0,2297.0,"Ethan Hawke,Laurence Fishburne,Gabriel Byrne,Maria Bello,John Leguizamo,Brian Dennehy",James DeMonaco,,Graeme Revell,1,2005,1.22,10644.2716152,165070404.797
Astro Boy,53,2009-10-23,21701684.37,2009-10-23,94.0,PG,Animation,Summit Entertainment,David Bowers,,72150000.0,3020.0,"Freddie Highmore, ,(Voice),Nicolas Cage, ,(Voice),Kristen Bell*, ,(Voice)",David Bowers,,John Ottman,10,2009,1.11,7185.98820199,158293847.572
At First Sight,40,1999-01-15,31982140.19,1999-01-15,124.0,PG-13,Romance,MGM,Irwin Winkler,"Rob Cowan,Irwin Winkler",85800000.0,1838.0,Val Kilmer,,,Mark Isham,1,1999,1.43,17400.5115288,70659596.0
Atlantis: The Lost Empire,52,2001-06-08,112635672.48,2001-06-08,95.0,PG,Animation,Buena Vista,,Don Hahn,160800000.0,3071.0,"James Garner*, ,(Voice),Leonard Nimoy*, ,(Voice)",Joss Whedon,,James Newton Howard,6,2001,1.34,36677.1971605,156130581.139
Austin Powers in Goldmember,62,2002-07-26,281566413.48,2002-07-26,94.0,PG-13,Comedy,New Line,Jay Roach,,83160000.0,3613.0,"Mike Myers,Beyonce Knowles,Seth Green,Michael Caine,Rob Lowe*, ,(Cameo),Tom Cruise*, ,(Cameo),Kevin Spacey*, ,(Cameo),Josh Zuckerman*,Danny DeVito*, ,(Cameo)",,Peter Deming,,7,2002,1.32,77931.4734237,175417510.944
Austin Powers: International Man of Mystery,51,1997-05-02,53883989.0,1997-05-02,100.0,PG-13,Comedy,New Line,Jay Roach,,16500000.0,2187.0,"Carrie Fisher*, ,(Cameo),Mike Myers,Seth Green,Will Ferrell*,Tom Arnold*, ,(Cameo)",,Peter Deming,,5,1997,1.0,24638.3123,119654823.0
Austin Powers: The Spy Who Shagged Me,59,1999-06-11,294637322.98,1999-06-11,95.0,PG-13,Comedy,New Line,Jay Roach,"Michael De Luca, ,(executive),Erwin Stoff, ,(executive)",47190000.0,3314.0,"Mike Myers,Heather Graham,Rob Lowe,Seth Green,Will Ferrell*, ,(Cameo),Tim Robbins*, ,(Cameo),Jennifer Coolidge*",,,,6,1999,1.43,88906.8566626,121697323.0
Australia,53,2008-11-14,55004942.22,2008-11-26,165.0,PG-13,Period Adventure,Fox,Baz Luhrmann,Baz Luhrmann,144300000.0,2721.0,"Nicole Kidman,Hugh Jackman,David Wenham,Jack Thompson,Bryan Brown","Stuart Beattie,Baz Luhrmann",,David Hirschfelder,11,2008,1.11,20214.9732525,242207179.85
Autumn in New York,24,2000-08-11,52111442.7,2000-08-11,104.0,PG-13,Romance,MGM,,"Gary Lucchesi,Tom Rosenberg",89700000.0,2282.0,"Richard Gere,Winona Ryder",Allison Burnett,,Gabriel Yared,8,2000,1.38,22835.864461,119248376.718
Avengers: Age of Ultron,66,2015-05-01,459005868.0,2015-05-01,141.0,PG-13,Action / Adventure,Buena Vista,Joss Whedon,"Victoria Alonso, ,(executive),Louis D'Esposito, ,(executive),Jon Favreau, ,(executive),Kevin Feige,Alan Fine, ,(executive),Jeremy Latcham ,(executive),Stan Lee, ,(executive)",250000000.0,4276.0,"Robert Downey, Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Jeremy Renner,Don Cheadle,Aaron Johnson,Elizabeth Olsen,Paul Bettany,Cobie Smulders,Anthony Mackie,Hayley Atwell,Idris Elba,Stellan Skarsgard,James Spader ,(Voice),Samuel L. Jackson,Josh Brolin, ,(Voice),Andy Serkis*, ,(Cameo)",Joss Whedon,,"Danny Elfman,Brian Tyler",5,2015,1.0,107344.683817,419907912.76
