movie_title,domestic_total_gross,release_date,runtime_(mins),rating,genre,distributor,director,producer,production_budget,widest_release_theaters,actors,writers,cinematographers,composers
#Horror,,2015-11-20 00:00:00,90,Unknown,Horror,IFC,,,N/A,,"Balthazar Getty,Timothy Hutton,Natasha Lyonne,Taryn Manning,Chloe Sevigny",,,
$9.99,52384,2008-12-12 00:00:00,78,R,Animation,Regent Releasing,,,N/A,4,,,,
$upercapitalist,15919,2012-08-10 00:00:00,96,Unrated,Thriller,Truly Indie,,,N/A,1,,,,
(500) Days of Summer,32391374,2009-07-17 00:00:00,95,PG-13,Romance,Fox Searchlight,Marc Webb,"Mason Novick,Mark S. Waters, ,(executive)",$7.5 million,"1,048","Zooey Deschanel,Joseph Gordon-Levitt,Geoffrey Arend,Chloe Moretz,Clark Gregg,Minka Kelly*","Scott Neustadter,Michael H. Weber",,"Mychael Danna,Rob Simonsen"
(Untitled),230600,2009-10-23 00:00:00,96,R,Comedy,Samuel Goldwyn,,,N/A,25,"Adam Goldberg,Marley Shelton",,,
...And Justice for All,33300000,1979-10-19 00:00:00,119,R,Drama,Columbia,,,N/A,,"Craig T. Nelson*,Al Pacino",Barry Levinson,,
1 Mile Above,,2013-06-07 00:00:00,87,Not Yet Rated,Foreign,Asia Releasing,,,N/A,,,,,
1+1=11,,2003-03-28 00:00:00,,Unrated,Unknown,Eros,,,N/A,18,,,,
"1,000 Times Good Night",53895,2014-10-24 00:00:00,117,Unrated,Foreign,Film Movement,,,N/A,24,"Juliette Binoche,Nikolaj Coster-Waldau",,,
10,74865517,1979-10-05 00:00:00,121,R,Romantic Comedy,Warner Bros.,,,N/A,,Julie Andrews,,,
10 Cloverfield Lane,,2016-03-11 00:00:00,105,PG-13,Thriller,Paramount,Dan Trachtenberg,J.J. Abrams,N/A,"3,427","Mary Elizabeth Winstead,John Goodman,John Gallagher Jr.",,,
10 Days in a Madhouse,14616,2015-11-11 00:00:00,111,Unrated,Drama,Cafe Pictures,,,N/A,10,,,,
10 Items or Less,83291,2006-12-01 00:00:00,82,R,Comedy,ThinkFilm,Brad Silberling,,N/A,15,"Morgan Freeman,Paz Vega,Jonah Hill",,,
10 Questions for the Dalai Lama,224546,2007-04-27 00:00:00,89,Unrated,Documentary,"Monterey Media, Inc.",,,N/A,11,,,,
10 Rules for Sleeping Around,,2014-04-04 00:00:00,94,R,Comedy,Screen Media,,,N/A,,"Jesse Bradford,Chris Marquette",,,
10 Things I Hate About You,38178166,1999-03-31 00:00:00,97,PG-13,Romantic Comedy,Buena Vista,,"Jeffrey Chernov, ,(executive),Andrew Lazar",$30 million,"2,311","Julia Stiles,Heath Ledger,Joseph Gordon-Levitt","Karen McCullah Lutz,Kirsten Smith",,
10 to Midnight,7175592,1983-03-11 00:00:00,103,R,Unknown,MGM,,,N/A,595,,,,
10 Years,203373,2012-09-14 00:00:00,100,PG-13,Comedy / Drama,Anchor Bay Films,Jamie Linden,Marty Bowen,N/A,63,"Channing Tatum,Chris Pratt,Jenna Dewan-Tatum,Ari Graynor,Lynn Collins,Kate Mara,Rosario Dawson,Justin Long,Aubrey Plaza,Anthony Mackie,Oscar Isaac,Max Minghella,Ron Livingston",Jamie Linden,,Chad Fischer
"10,000 B.C.",94784201,2008-03-07 00:00:00,109,PG-13,Period Adventure,Warner Bros.,Roland Emmerich,"Mark Gordon,Harald Kloser, ,(executive),Scott Mednick, ,(executive),Thomas Tull, ,(executive)",$105 million,"3,454","Steven Strait,Camilla Belle","Roland Emmerich,Harald Kloser",,"Harald Kloser,Thomas Wander"
"10,000 Km",12423,2015-07-10 00:00:00,99,R,Comedy / Drama,Broad Green Pictures,,,N/A,11,,,,
100 Bloody Acres,,2013-06-28 00:00:00,,Unrated,Horror Comedy,Doppelganger Releasing,,,N/A,13,,,,
The 100-Year Old Man Who Climbed Out the Window and Disappeared,944193,2015-05-01 00:00:00,114,R,Foreign,Music Box Films,,,N/A,76,,,,
1001 Grams,10983,2015-05-08 00:00:00,93,Unrated,Drama,Kino Lorber,,,N/A,1,,,,
101 Dalmatians,14000000,1961-01-25 00:00:00,79,G,Animation,Disney,,,N/A,,,,,
101 Dalmatians (1996),136189294,1996-11-27 00:00:00,103,G,Family Comedy,Buena Vista,,John Hughes,N/A,"2,901","Glenn Close,Jeff Daniels,Joely Richardson,Joan Plowright,Hugh Laurie",John Hughes,,Michael Kamen
101 Dalmatians (Re-issue) (1969),18000000,1969-01-01 00:00:00,79,G,Animation,Disney,,,N/A,,,,,
101 Dalmatians (Re-issue) (1979),19000000,1979-01-01 00:00:00,79,G,Animation,Disney,,,N/A,,,,,
101 Dalmatians (Re-issue) (1985),33049729,1985-12-20 00:00:00,79,G,Animation,Buena Vista,,,N/A,"1,185",,,,
101 Dalmatians (Re-issue) (1991),60830285,1991-07-12 00:00:00,79,G,Animation,Buena Vista,,,N/A,"1,825",,,,
101 Reykjavik,126404,2001-07-27 00:00:00,100,Unrated,Unknown,Menemsha,,,N/A,2,,,,
102 Dalmatians,66957026,2000-11-22 00:00:00,104,G,Family Comedy,Buena Vista,,,$85 million,"2,704","Glenn Close,Gerard Depardieu,Ioan Gruffudd",,,
10th & Wolf,54702,2006-08-18 00:00:00,110,R,Crime Drama,ThinkFilm,,,$8 million,6,"James Marsden,Giovanni Ribisi,Brad Renfro,Piper Perabo,Dennis Hopper,Lesley Ann Warren,Val Kilmer",,,Aaron Zigman
11 Flowers,9213,2013-02-22 00:00:00,110,Unrated,Foreign,First Run,,,N/A,2,,,,
11-11-11,32771,2011-11-11 00:00:00,82,PG-13,Horror,Rocket Releasing,Darren Lynn Bousman,,N/A,17,,Darren Lynn Bousman,,
The 11th Hour,707343,2007-08-17 00:00:00,93,PG,Documentary,Warner Independent,,Leonardo DiCaprio,N/A,111,"Leonardo DiCaprio*, ,(Narrator)",Leonardo DiCaprio,,
11th Hour,,2015-06-12 00:00:00,97,Unrated,Drama,Brainstorm Media,,,N/A,,"Kim Basinger,Peter Stormare",,,
12,125120,2009-03-04 00:00:00,159,PG-13,Foreign,Sony Classics,,,N/A,20,,,,
12 Angry Men,,1957-04-13 00:00:00,96,Unrated,Drama,United Artists,Sidney Lumet,"Henry Fonda,Reginald Rose",N/A,,"Martin Balsam,John Fiedler,Lee J. Cobb,E.G. Marshall,Jack Klugman,Ed Binns,Jack Warden,Henry Fonda,Joseph Sweeney,Ed Begley,George Voskovec,Robert Webber",Reginald Rose,"Boris Kaufman ,(director of photography)",Kenyon Hopkins
12 Monkeys,57141459,1995-12-29 00:00:00,130,R,Sci-Fi,Universal,Terry Gilliam,Charles Roven,N/A,"1,629","Brad Pitt,Bruce Willis",,,
12 O'Clock Boys,82614,2014-01-31 00:00:00,76,Unrated,Documentary,Oscilloscope Pictures,,,N/A,21,,,,
12 Rounds,12234694,2009-03-27 00:00:00,108,PG-13,Action / Adventure,Fox,Renny Harlin,Mark Gordon,N/A,"2,331",John Cena,,,Trevor Rabin
12 Years a Slave,56671993,2013-10-18 00:00:00,133,R,Drama,Fox Searchlight,Steve McQueen (II),"Dede Gardner,Jeremy Kleiner,Steve McQueen (II),Arnon Milchan,Brad Pitt,John Ridley, ,(executive)",$20 million,"1,474","Michael K. Williams,Chiwetel Ejiofor,Michael Fassbender,Brad Pitt,Benedict Cumberbatch,Paul Dano,Sarah Paulson,Alfre Woodard,Paul Giamatti,Lupita Nyong'o",John Ridley,,Hans Zimmer
12-12-12,,2013-11-15 00:00:00,105,R,Concert,Weinstein Company,,,N/A,,,,,
127 Hours,18335230,2010-11-05 00:00:00,93,R,Drama,Fox Searchlight,Danny Boyle,Danny Boyle,$18 million,916,"James Franco,Lizzy Caplan,Kate Mara,Amber Tamblyn,Treat Williams,Clemence Posey","Simon Beaufoy,Danny Boyle",,A.R. Rahman
12:08 East of Bucharest,91881,2007-06-06 00:00:00,89,Unrated,Foreign,Tartan,,,N/A,4,,,,
13 Assassins,802778,2011-04-29 00:00:00,126,R,Foreign,Magnolia,,,N/A,31,,,,
13 Conversations About One Thing,3288164,2002-05-24 00:00:00,94,R,Drama,Sony Classics,,,N/A,68,Matthew McConaughey,,"Dick Pope, ,(director of photography)",Alex Wurman
13 Going on 30,57231747,2004-04-23 00:00:00,97,PG-13,Fantasy Comedy,Sony (Revolution),Gary Winick,"Todd Garner, ,(executive)",$37 million,"3,453","Andy Serkis,Jennifer Garner,Mark Ruffalo",,"Don Burgess, ,(director of photography)",Theodore Shapiro
13 Hours: The Secret Soldiers of Benghazi,52853219,2016-01-15 00:00:00,144,R,Drama,Paramount,Michael Bay,,$50 million,"2,917","James Badge Dale,John Krasinski,Max Martini,Pablo Schreiber,Toby Stephens",Chuck Hogan,,
13 Months of Sunshine,2337,2008-06-06 00:00:00,98,Unrated,Drama,Unknown,,,N/A,1,,,,
13 Sins,13809,2014-04-18 00:00:00,92,R,Thriller,Radius-TWC,,,N/A,45,"Mark Webber,Ron Perlman",,,
13 Tzameti,121390,2006-07-28 00:00:00,86,Unrated,Foreign,Palm,,,N/A,6,,,,
13B,12449,2009-03-06 00:00:00,146,Unrated,Foreign,AdLabs,,,N/A,10,,,,
The 13th Alley,250992,2008-06-13 00:00:00,83,R,Horror,Super Chief Films,,,N/A,72,,,,
The 13th Warrior,32698899,1999-08-27 00:00:00,102,R,Period Adventure,Buena Vista,John McTiernan,,$160 million,"2,313",Antonio Banderas,,,Jerry Goldsmith
14 Blades,,2014-08-22 00:00:00,116,R,Foreign / Action,Radius-TWC,,,N/A,,,,,
1408,71985628,2007-06-22 00:00:00,94,PG-13,Horror,MGM (Weinstein),Mikael Hafstrom,Lorenzo di Bonaventura,$25 million,"2,733","John Cusack,Samuel L. Jackson,Mary McCormack,Tony Shalhoub","Matt Greenberg,Scott Alexander,Larry Karaszewski",Benoit Delhomme,Gabriel Yared
1492: Conquest of Paradise,7191399,1992-10-09 00:00:00,148,PG-13,Historical Drama,Paramount,Ridley Scott,Ridley Scott,$47 million,"1,008","Gerard Depardieu,Armand Assante,Sigourney Weaver,Tcheky Karyo,Frank Langella",,,
15,3013,2005-04-13 00:00:00,93,Unrated,Foreign,Picture This!,,,N/A,1,,,,
15 Fevrier 1839,,2001-01-26 00:00:00,114,Unrated,Unknown,Chris.,,,N/A,36,,,,
15 Minutes,24403552,2001-03-09 00:00:00,120,R,Thriller,New Line,John Herzfeld,Nick Wechsler,$60 million,"2,337","Robert DeNiro,Edward Burns,Kelsey Grammer,Vera Farmiga,Charlize Theron*",,,
16 Blocks,36895141,2006-03-03 00:00:00,105,PG-13,Action Thriller,Warner Bros.,Richard Donner,"Randall Emmett,George Furla, ,(executive),Jim Van Wyck",N/A,"2,706","Bruce Willis,Mos Def",Richard Wenk,,Klaus Badelt
16 Days of Glory,83857,1986-03-07 00:00:00,145,G,Documentary,Paramount,,,N/A,,,,,
16 Years of Alcohol,8046,2005-03-15 00:00:00,102,R,Drama,Tartan,,,N/A,2,,,,
17 Again,64167069,2009-04-17 00:00:00,102,PG-13,Fantasy Comedy,Warner Bros. (New Line),Burr Steers,Jennifer Gibgot,N/A,"3,255","Zac Efron,Leslie Mann,Matthew Perry,Michelle Trachtenberg",,,Rolfe Kent
17 Girls,,2012-09-21 00:00:00,86,Unrated,Foreign,Strand,,,N/A,10,,,,
18 Again,2567099,1988-04-08 00:00:00,100,PG,Fantasy Comedy,New World,,,N/A,"1,152",,,,
18 ans apres,,2003-05-02 00:00:00,90,Unrated,Unknown,TVA,,,N/A,34,,,,
180 South,31745,2010-05-21 00:00:00,85,PG,Documentary,Magnolia,,,N/A,4,,,,
187,5727130,1997-08-01 00:00:00,119,R,Drama,Warner Bros.,Kevin Reynolds,,N/A,"1,121",Samuel L. Jackson,,,
1900,,1977-10-07 00:00:00,245,R,War Drama,Paramount,Bernardo Bertolucci,Alberto Grimaldi,$9 million,,"Robert DeNiro,Gerard Depardieu,Burt Lancaster,Sterling Hayden,Donald Sutherland,Dominique Sanda,Stefania Sandrelli,Alida Valli","Franco Arcalli,Bernardo Bertolucci,Giuseppe Bertolucci",Vittorio Storaro,Ennio Morricone
1911,135739,2011-10-07 00:00:00,,R,Foreign,Variance Films,Jackie Chan,,N/A,33,Jackie Chan,,,
1915,,2015-04-17 00:00:00,78,Unrated,Drama,Bloodvine Media,,,N/A,10,,,,
1941,31755742,1979-12-14 00:00:00,118,PG,Period Comedy,Universal,Steven Spielberg,,$35 million,,Mickey Rourke*,,,John Williams
1969,5979011,1988-11-18 00:00:00,95,R,Unknown,Atlantic,,Bill Badalato,N/A,520,"Robert Downey, Jr.,Kiefer Sutherland,Winona Ryder",,,
1984,8430492,1984-12-14 00:00:00,113,R,Unknown,Samuel Goldwyn,Michael Radford,,N/A,295,,,Roger Deakins,
1995 Bugs Bunny Film Festival,19587,1995-05-05 00:00:00,,Unrated,Animation,Warner Bros.,,,N/A,1,,,,
1998 Bugs Bunny Film Festival,413076,1998-02-13 00:00:00,,Unrated,Animation,Warner Bros.,,,N/A,1,,,,
"2 Autumns, 3 Winters",5819,2014-06-06 00:00:00,91,Unrated,Foreign,Film Movement,,,N/A,1,,,,
2 Days in New York,633210,2012-08-10 00:00:00,91,R,Comedy,Magnolia,Julie Delpy,,N/A,42,"Chris Rock,Julie Delpy",Julie Delpy,,
2 Days in Paris,4433994,2007-08-10 00:00:00,94,R,Comedy / Drama,Samuel Goldwyn,Julie Delpy,,N/A,148,"Julie Delpy,Adam Goldberg",Julie Delpy,,Julie Delpy
2 Days in the Valley,11132210,1996-09-27 00:00:00,105,R,Crime,MGM,John Herzfeld,,N/A,855,Charlize Theron,,Oliver Wood,
2 Fast 2 Furious,127154901,2003-06-06 00:00:00,101,PG-13,Action,Universal,John Singleton,"Lee R. Mayes,Neal H. Moritz",$76 million,"3,418","Paul Walker,Tyrese Gibson,Eva Mendes,Cole Hauser,Chris 'Ludacris' Bridges,Devon Aoki,Michael Ealy*",,,David Arnold
2 Guns,75612460,2013-08-02 00:00:00,109,R,Action Comedy,Universal,Baltasar Kormakur,"Randall Emmett,George Furla,Marc Platt,Steven Saxton, ,(executive)",$61 million,"3,028","Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton,James Marsden,Fred Ward,Edward James Olmos",Blake Masters,,Clinton Shorter
2 Jacks,,2013-10-18 00:00:00,90,Unrated,Drama,Breaking Glass Pictures,,,N/A,,,,,
2 States,2238174,2014-04-18 00:00:00,135,Unrated,Foreign,UTV Communications,,,N/A,137,,,,
20 Centimeters,6635,2006-10-27 00:00:00,113,Unrated,Foreign,TLA Releasing,,,N/A,2,,,,
20 Dates,541636,1999-02-26 00:00:00,87,R,Unknown,Fox Searchlight,,,N/A,43,,,,
20 Feet from Stardom,4946445,2013-06-14 00:00:00,90,PG-13,Documentary,Radius-TWC,,,N/A,147,,,,
20 Million Miles to Earth,,1957-06-16 00:00:00,82,Unrated,Sci-Fi Horror,Columbia,Nathan Juran,Charles H. Schneer,N/A,,"William Hopper,Joan Taylor,Frank Puglia","Christopher Knopf,Robert Creighton Williams",,
20 Once Again,234573,2015-01-16 00:00:00,131,Unrated,Foreign,CJ Entertainment,,,N/A,13,,,,
"20,000 Days on Earth",279558,2014-09-17 00:00:00,97,Unrated,Documentary,Drafthouse,,,N/A,28,,,,
200 Cartas,9338,2013-06-14 00:00:00,97,Unrated,Romantic Comedy,Vanguardia Films,,,N/A,2,,,,
200 Cigarettes,6852450,1999-02-26 00:00:00,101,R,Comedy,Paramount,,"Tom Rosenberg, ,(executive),Richard Wright, ,(executive)",$6 million,978,"Paul Rudd,Ben Affleck,Kate Hudson,Casey Affleck,Christina Ricci",,,Mark Mothersbaugh
2001: A Space Odyssey,56715371,1968-04-03 00:00:00,139,G,Sci-Fi Adventure,MGM,Stanley Kubrick,,$12 million,,,,,
2001: A Space Odyssey (2013 re-release),214618,2013-01-02 00:00:00,,G,Sci-Fi Adventure,Warner Bros.,,,N/A,,,,,
2001: A Space Odyssey (Re-issue),239621,2001-10-05 00:00:00,148,G,Unknown,Warner Bros.,,,N/A,,,,,
2005 Academy Award Nominated Short Films,157415,2006-02-24 00:00:00,162,Unrated,Unknown,Magnolia,,,N/A,12,,,,
The 2006 Academy Award Nominated Short Films,335090,2007-02-16 00:00:00,189,Unrated,Unknown,Magnolia,,,N/A,38,,,,
2007 Academy Award Nominated Short Films,508695,2008-02-15 00:00:00,90,Unrated,Unknown,Magnolia,,,N/A,,,,,
2007 Academy Award Nominated Short Films,508695,2008-02-15 00:00:00,90,Unrated,Unknown,Magnolia,,,N/A,,,,,
2009 Oscar Shorts,644635,2009-02-06 00:00:00,,Unrated,Unknown,Shorts International,,,N/A,60,,,,
2010,40400657,1984-12-07 00:00:00,116,PG,Sci-Fi Adventure,MGM,Peter Hyams,,N/A,"1,213",Helen Mirren,,,
2010 Oscar Shorts,1018169,2010-02-19 00:00:00,,Unrated,Unknown,Shorts International,,,N/A,95,,,,
2011 Oscar Shorts,1352152,2011-02-11 00:00:00,,Unrated,Unknown,Shorts International,,,N/A,117,,,,
2012,166112167,2009-11-13 00:00:00,158,PG-13,Action Drama,Sony / Columbia,Roland Emmerich,"Larry J. Franco,Mark Gordon,Harald Kloser",$200 million,"3,444","Chiwetel Ejiofor,John Cusack,Woody Harrelson,Thandie Newton,Amanda Peet,Danny Glover",,,"Harald Kloser,Thomas Wander"
2012 Oscar Nominated Short Films,1702415,2012-02-10 00:00:00,,Unrated,Unknown,Shorts International,,,N/A,146,,,,
2012: Time for Change,68339,2010-04-09 00:00:00,,Unrated,Documentary,Mangusta Productions,,,N/A,2,,,,
2013 Oscar Nominated Short Films,2142342,2013-02-01 00:00:00,,Unrated,Unknown,Shorts International,,,N/A,266,,,,
2014 Oscar Nominated Short Films,2171849,2014-01-31 00:00:00,,Unrated,Unknown,Shorts International,,,N/A,167,,,,
2015 Oscar Nominated Short Films,2412593,2015-01-30 00:00:00,,Unrated,Unknown,Shorts International,,,N/A,280,,,,
2016 Obama's America,33449086,2012-07-13 00:00:00,89,PG,Documentary,Rocky Mountain Pictures,,"Gerald R. Molen, ,(executive)",N/A,"2,017",,"Dinesh D'Souza,John Sullivan",,
2016 Oscar Nominated Short Films,2816816,2016-01-29 00:00:00,,Unrated,Unknown,Shorts International,,,N/A,260,,,,
2046,1444588,2005-08-05 00:00:00,129,R,Foreign,Sony Classics,Wong Kar Wai,Wong Kar Wai,$12 million,61,Zhang Ziyi,Wong Kar Wai,Christopher Doyle,
21,81159365,2008-03-28 00:00:00,123,PG-13,Drama,Sony / Columbia,Robert Luketic,"Dana Brunetti,Michael De Luca,Ryan Kavanaugh, ,(executive)",$35 million,"2,952","Jim Sturgess,Kevin Spacey,Kate Bosworth,Laurence Fishburne,Josh Gad",Allan Loeb,,David Sardy
21 and Over,25682380,2013-03-01 00:00:00,93,R,Comedy,Relativity,,"David Hoberman,Ryan Kavanaugh,Jon Lucas, ,(executive),Scott Moore, ,(executive),Tucker Tooley, ,(executive)",$13 million,"2,771","Miles Teller,Skylar Astin,Justin Chon","Jon Lucas,Scott Moore",,Lyle Workman
21 Grams,16290476,2003-11-21 00:00:00,125,R,Drama,Focus Features,Alejandro Gonzlez Irritu,"Alejandro Gonzlez Irritu,Ted Hope, ,(executive)",$20 million,411,"Sean Penn,Naomi Watts,Danny Huston,Benicio Del Toro,Eddie Marsan*,Melissa Leo*",Guillermo Arriaga,,
21 Jump Street,138447667,2012-03-16 00:00:00,109,R,Action Comedy,Sony / Columbia,,"Jonah Hill, ,(executive),Neal H. Moritz,Channing Tatum, ,(executive)",$42 million,"3,148","Jonah Hill,Channing Tatum,Brie Larson,Dave Franco,Rob Riggle,Ice Cube,Ellie Kemper,Jake Johnson*,Chris Parnell*,Johnny Depp*, ,(Cameo)","Michael Bacall,Jonah Hill, ,(story)",,Mark Mothersbaugh
22 Bullets,,2013-01-16 00:00:00,117,Not Yet Rated,Foreign / Action,Cinedigm Entertainment,,,N/A,,Jean Reno,,,
22 Jump Street,191719337,2014-06-13 00:00:00,112,R,Action Comedy,Sony / Columbia,,"Reid Carolin, ,(executive),Jonah Hill,Phil Lord, ,(executive),Chris Miller (II), ,(executive),Neal H. Moritz,Channing Tatum",$50 million,"3,426","Jonah Hill,Channing Tatum,Ice Cube,Peter Stormare,Nick Offerman,Dave Franco*,Rob Riggle*","Michael Bacall,Rodney Rothman,Oren Uziel",,Mark Mothersbaugh
The 22nd Tournee of Animation,768304,1990-03-30 00:00:00,115,Unrated,Animation,EXP Ent.,,,N/A,,,,,
23 Blast,549185,2014-10-24 00:00:00,98,PG-13,Sports Drama,Ocean Avenue Entertainment,,,N/A,617,,,,
The 23rd Tournee of Animation,862309,1991-08-23 00:00:00,95,Unrated,Animation,EXP Ent.,,,N/A,,,,,
24 City,30800,2009-06-05 00:00:00,112,Unrated,Foreign,Cinema Guild,,,N/A,2,,,,
24 Hour Party People,1184096,2002-08-09 00:00:00,115,R,Music Drama,MGM,Michael Winterbottom,,N/A,37,"Steve Coogan,Paddy Considine,Shirley Henderson,Andy Serkis,Simon Pegg*",,,
The 24-Hour Woman,109535,1999-01-29 00:00:00,105,R,Unknown,Artisan,,,N/A,30,,,,
The 24th Day,,2004-05-14 00:00:00,96,R,Unknown,Screen Media,,,N/A,1,James Marsden,,,
The 24th Tournee of Animation,1012881,1993-09-17 00:00:00,,Unrated,Animation,EXP Ent.,,,N/A,,,,,
25th Hour,13084595,2002-12-19 00:00:00,134,R,Crime Drama,Buena Vista,Spike Lee,"Jon Kilik,Nick Wechsler, ,(executive)",$5 million,495,"Edward Norton,Philip Seymour Hoffman,Barry Pepper,Rosario Dawson,Anna Paquin,Brian Cox",David Benioff,,Terence Blanchard
27 Dresses,76808654,2008-01-18 00:00:00,107,PG-13,Romantic Comedy,Fox,Anne Fletcher,"Roger Birnbaum,Gary Barber,Jonathan Glickman,Jeffrey Silver, ,(co-producer)",$30 million,"3,074","Katherine Heigl,James Marsden,Malin Akerman",Aline Brosh McKenna,,Randy Edelman
28 Days,37170488,2000-04-14 00:00:00,103,PG-13,Comedy / Drama,Sony / Columbia,Betty Thomas,,$43 million,"2,523","Sandra Bullock,Viggo Mortensen",Susannah Grant,Declan Quinn,
28 Days Later,45064915,2003-06-27 00:00:00,113,R,Horror,Fox Searchlight,Danny Boyle,,$8 million,"1,407","Cillian Murphy,Naomie Harris,Brendan Gleeson",Alex Garland,,
28 Hotel Rooms,18869,2012-11-09 00:00:00,82,Unrated,Drama,Oscilloscope Pictures,,,N/A,5,,,,
28 Weeks Later,28638916,2007-05-11 00:00:00,91,R,Horror,Fox Atomic,Juan Carlos Fresnadillo,"Danny Boyle, ,(executive),Alex Garland, ,(executive)",N/A,"2,305","Robert Carlyle,Rose Byrne,Jeremy Renner,Harold Perrineau,Catherine McCormack,Idris Elba,Imogen Poots","Juan Carlos Fresnadillo,Rowan Joffe",,
29th Street,2120564,1991-11-01 00:00:00,101,R,Comedy,Fox,George Gallo,,N/A,131,,George Gallo,,
2by4,17162,1999-11-26 00:00:00,90,Unrated,Unknown,Strand,,,N/A,1,,,Declan Quinn,
The 2nd Animation Celebration,1487606,1989-07-27 00:00:00,,Unrated,Animation,EXP Ent.,,,N/A,,,,,
3 (2011),59954,2011-09-16 00:00:00,119,Unrated,Drama,Strand,,,N/A,6,,,,
"3 1/2 Minutes, 10 Bullets",30407,2015-06-19 00:00:00,98,R,Documentary,Participant Media,Marc Silver,,N/A,8,,,,
3 Backyards,43073,2011-03-11 00:00:00,88,R,Drama,Screen Media,,,N/A,3,"Edie Falco,Elias Koteas",,,
3 Days to Kill,30697999,2014-02-21 00:00:00,117,PG-13,Action Thriller,Relativity,McG,"Luc Besson,Adi Hasak,Ryan Kavanaugh,Virginie Silla,Tucker Tooley, ,(executive)",$28 million,"2,872","Kevin Costner,Hailee Steinfeld,Amber Heard,Connie Nielsen","Luc Besson,Adi Hasak",,
3 Geezers!,4175,2013-05-22 00:00:00,81,Unrated,Comedy,Unknown,,,N/A,15,"J.K. Simmons,Tim Allen,Breckin Meyer,Scott Caan,Kevin Pollak",,,
3 Godfathers,,1948-12-01 00:00:00,106,Unrated,Western,MGM,John Ford,"John Ford,Merian C. Cooper",N/A,,"John Wayne,Pedro Armendariz,Harry Carey Jr.,Ward Bond,Mae Marsh,Jane Darwell,Ben Johnson","Laurence Stallings,Frank Nugent",Winton C. Hoch,Richard Hageman
3 Hearts,164992,2015-03-13 00:00:00,106,PG-13,Foreign,Cohen Media Group,,,N/A,29,,,,
3 Idiots,6532874,2009-12-23 00:00:00,160,PG,Comedy / Drama,Reliance Big Pictures,,,N/A,156,,,,
3 Needles,,2006-12-01 00:00:00,127,Unrated,Drama,Wolfe Releasing,,,N/A,,"Lucy Liu,Chloe Sevigny,Olympia Dukakis,Sandra Oh,Stockard Channing,Shawn Ashmore",,,Trevor Morris
3 Nights in the Desert,1297,2015-02-06 00:00:00,90,R,Drama,"Monterey Media, Inc.",,,N/A,2,"Wes Bentley,Amber Tamblyn",,,
3 Ninjas,29000301,1992-08-07 00:00:00,85,PG,Family Adventure,Buena Vista,Jon Turteltaub,,N/A,"1,954",,,,
3 Ninjas Kick Back,11798854,1994-05-06 00:00:00,94,PG,Family Adventure,TriStar,,,N/A,"2,043",,,,
3 Ninjas Knuckle Up,413479,1995-03-10 00:00:00,87,PG-13,Unknown,Sony / Columbia,,,N/A,52,,,,
3 Ninjas: High Noon at Mega Mountain,375805,1998-04-10 00:00:00,93,PG,Unknown,Sony / Columbia,Sean McNamara,,N/A,120,,Sean McNamara,,
The 3 Rooms of Melancholia,19317,2005-07-29 00:00:00,104,Unrated,Documentary,Icarus Films,,,N/A,2,,,,
3 Strikes,9832166,2000-03-03 00:00:00,82,R,Crime Comedy,MGM,,,$3.4 million,678,Mo'Nique,,,
"3,2,1... Frankie Go Boom",,2012-10-12 00:00:00,88,Not Yet Rated,Comedy,Variance Films,Jordan Roberts,,N/A,,"Lizzy Caplan,Charlie Hunnam,Chris Noth,Chris O'Dowd,Ron Perlman",Jordan Roberts,,
3-Iron,241914,2005-04-29 00:00:00,95,R,Foreign,Sony Classics,,,N/A,31,,,,
30 Beats,14693,2012-07-20 00:00:00,,R,Romantic Comedy,Roadside Attractions,,,N/A,15,"Paz de la Huerta,Lee Pace,Jennifer Tilly",,,
30 Days of Night,39568996,2007-10-19 00:00:00,113,R,Horror,Sony / Columbia,David Slade,Sam Raimi,$30 million,"2,859","Josh Hartnett,Melissa George,Danny Huston,Ben Foster",Stuart Beattie,,Brian Reitzell
30 Minutes or Less,37053924,2011-08-12 00:00:00,83,R,Action Comedy,Sony / Columbia,Ruben Fleischer,Ben Stiller,$28 million,"2,888","Jesse Eisenberg,Aziz Ansari,Danny McBride,Nick Swardson,Michael Pena,Fred Ward",Michael Diliberti,,"Nathan Barr,Ludwig Goransson"
30 Years to Life,103540,2002-06-07 00:00:00,110,R,Unknown,Innovation Film Group,,,N/A,6,Tracy Morgan,,,
300,210614939,2007-03-09 00:00:00,117,R,Period Action,Warner Bros.,Zack Snyder,"Scott Mednick, ,(executive),Gianni Nunnari,Mark Canton,Bernie Goldmann,Jeffrey Silver,Deborah Snyder, ,(executive),Thomas Tull, ,(executive)",$65 million,"3,280","Gerard Butler,Lena Headey,Dominic West,David Wenham,Michael Fassbender,Rodrigo Santoro","Michael B. Gordon,Kurt Johnstad,Frank Miller, ,(comic book),Zack Snyder",Larry Fong,Tyler Bates
The 300 Spartans,,1962-08-16 00:00:00,108,Unrated,War,Fox,Rudolph Mate,"George St. George,Rudolph Mate",N/A,,"Richard Egan,Ralph Richardson,Diane Baker,Barry Coe,David Farrar,Donald Houston",George St. George,Geoffrey Unsworth,Manos Hadjidakis
